Calendar Year,School Name,State,School Type,ICSEA,ICSEA Percentile,Full Time Equivalent Teaching Staff,Full Time Equivalent Enrolments
2021,Sydney Grammar School,NSW,Combined,1281.0,99.0,202.1,1895.0
2021,James Ruse Agricultural High School,NSW,Secondary,1245.0,99.0,60.6,854.5
2021,Perth Modern School,WA,Secondary,1237.0,99.0,95.3,1440.0
2021,St Aloysius' College,NSW,Combined,1235.0,99.0,110.6,1277.0
2021,Queensland Academy for Science Mathematics and Technology,QLD,Secondary,1224.0,99.0,98.5,1237.6
2021,Northern Beaches Secondary College Manly Campus,NSW,Secondary,1222.0,99.0,60.4,788.8
2021,Rainworth State School,QLD,Primary,1222.0,99.0,36.8,624.0
2021,Christ Church Grammar School,VIC,Primary,1220.0,99.0,33.2,285.0
2021,Abbotsleigh,NSW,Combined,1217.0,99.0,137.6,1550.0
2021,McAuley Catholic Primary School,NSW,Primary,1212.0,99.0,10.7,139.0
2021,Deutsche Schule Melbourne,VIC,Primary,1211.0,99.0,13.4,141.0
2021,Merewether High School,NSW,Secondary,1211.0,99.0,71.0,1073.3
2021,Mosman Church of England Preparatory School,NSW,Primary,1211.0,99.0,29.1,233.0
2021,Hornsby Girls High School,NSW,Secondary,1210.0,99.0,53.1,719.0
2021,John Colet School,NSW,Primary,1210.0,99.0,18.6,249.0
2021,North Sydney Girls High School,NSW,Secondary,1209.0,99.0,62.6,905.8
2021,SCEGGS Darlinghurst,NSW,Combined,1208.0,99.0,120.3,931.0
2021,Sydney Girls High School,NSW,Secondary,1207.0,99.0,63.4,929.1
2021,Baulkham Hills High School,NSW,Secondary,1207.0,99.0,86.2,1240.9
2021,Normanhurst Boys High School,NSW,Secondary,1206.0,99.0,57.8,753.6
2021,International Chinese School,NSW,Primary,1206.0,99.0,5.0,73.0
2021,Cameragal Montessori School,NSW,Combined,1204.0,99.0,6.5,48.0
2021,Smiths Hill High School,NSW,Secondary,1204.0,99.0,54.1,725.0
2021,Brisbane Grammar School,QLD,Combined,1203.0,99.0,155.0,1787.5
2021,Brisbane Girls Grammar School,QLD,Secondary,1201.0,99.0,148.0,1485.0
2021,North Sydney Boys High School,NSW,Secondary,1200.0,99.0,67.9,936.5
2021,Presbyterian Ladies' College,VIC,Combined,1199.0,99.0,141.0,1463.0
2021,Quintilian School,WA,Primary,1199.0,99.0,17.1,175.0
2021,Holy Family Catholic Primary School,NSW,Primary,1197.0,99.0,12.2,184.0
2021,SCECGS Redlands,NSW,Combined,1197.0,99.0,156.6,1615.0
2021,Conservatorium High School,NSW,Secondary,1196.0,99.0,19.1,157.1
2021,St Francis of Assisi Regional Catholic Primary School,NSW,Primary,1196.0,99.0,13.3,191.0
2021,Blessed Sacrament Catholic Primary School,NSW,Primary,1195.0,99.0,10.1,115.0
2021,Ascham School,NSW,Combined,1195.0,99.0,130.4,1158.0
2021,Erasmus Primary School,VIC,Primary,1195.0,99.0,10.8,120.0
2021,Dalkeith Primary School,WA,Primary,1195.0,99.0,19.4,315.8
2021,Westgarth Primary School,VIC,Primary,1193.0,99.0,38.5,613.0
2021,St Hilda's Anglican School for Girls,WA,Combined,1193.0,99.0,106.6,1041.0
2021,Girraween High School,NSW,Secondary,1192.0,99.0,55.3,751.3
2021,Roseville College,NSW,Combined,1192.0,99.0,97.3,997.0
2021,Camberwell Primary School,VIC,Primary,1192.0,99.0,46.7,651.0
2021,Fitzroy Community School,VIC,Primary,1192.0,99.0,9.5,117.0
2021,Radford College,ACT,Combined,1192.0,99.0,153.0,1986.0
2021,Merri Creek Primary School,VIC,Primary,1191.0,99.0,25.9,442.0
2021,Montessori East,NSW,Primary,1189.0,99.0,6.0,97.0
2021,Korowa Anglican Girls' School,VIC,Combined,1189.0,99.0,78.6,701.0
2021,Dara School,SA,Combined,1189.0,99.0,8.8,55.0
2021,Loreto Kirribilli,NSW,Combined,1188.0,99.0,109.3,1142.0
2021,Lauriston Girls' School,VIC,Combined,1188.0,99.0,116.4,885.0
2021,Scotch College,VIC,Combined,1188.0,99.0,195.0,1879.0
2021,Canberra Grammar School,ACT,Combined,1188.0,99.0,174.5,2033.0
2021,St Philip Neri Catholic Primary School,NSW,Primary,1187.0,99.0,10.1,141.0
2021,Wenona School,NSW,Combined,1187.0,99.0,113.3,1260.2
2021,Camberwell Girls Grammar School,VIC,Combined,1187.0,99.0,82.5,759.9
2021,Sydney Boys High School,NSW,Secondary,1186.0,99.0,78.4,1201.9
2021,Pymble Public School,NSW,Primary,1186.0,99.0,30.7,582.0
2021,St Ives North Public School,NSW,Primary,1186.0,99.0,45.3,901.0
2021,Somerville House,QLD,Combined,1186.0,99.0,150.2,1265.4
2021,Beaumont Road Public School,NSW,Primary,1185.0,99.0,19.4,372.0
2021,Canterbury Primary School,VIC,Primary,1185.0,99.0,41.8,616.0
2021,Ruyton Girls' School,VIC,Combined,1185.0,99.0,98.5,870.0
2021,Cammeray Public School,NSW,Primary,1184.0,99.0,41.2,784.0
2021,Sacred Heart Catholic Primary School,NSW,Primary,1184.0,99.0,14.5,263.0
2021,Emanuel School,NSW,Combined,1184.0,99.0,85.5,853.0
2021,Clifton Hill Primary School,VIC,Primary,1184.0,99.0,50.2,735.0
2021,Rosalie Primary School,WA,Primary,1184.0,99.0,30.7,548.2
2021,Fort Street High School,NSW,Secondary,1183.0,99.0,63.3,912.0
2021,Northcross Christian School,NSW,Primary,1183.0,99.0,23.7,370.0
2021,Bardon State School,QLD,Primary,1183.0,99.0,21.6,328.0
2021,Pymble Ladies' College,NSW,Combined,1182.0,99.0,231.0,2263.6
2021,Cranbrook School,NSW,Combined,1182.0,99.0,158.2,1608.0
2021,All Hallows' School,QLD,Combined,1182.0,99.0,117.9,1586.0
2021,Blue Gum Montessori School,WA,Primary,1182.0,99.0,21.2,235.0
2021,Roseville Public School,NSW,Primary,1181.0,99.0,33.5,618.0
2021,Methodist Ladies' College,VIC,Combined,1181.0,99.0,227.0,2015.8
2021,Haileybury College,VIC,Combined,1181.0,99.0,452.0,4304.0
2021,Ashgrove State School,QLD,Primary,1181.0,99.0,44.1,776.0
2021,Caringbah High School,NSW,Secondary,1180.0,99.0,62.1,905.8
2021,Matthew Pearce Public School,NSW,Primary,1180.0,99.0,72.9,1397.0
2021,Kew East Primary School,VIC,Primary,1180.0,99.0,26.7,386.0
2021,Fintona Girls' School,VIC,Combined,1180.0,99.0,50.8,433.0
2021,St Joseph's College,QLD,Combined,1180.0,99.0,131.8,1699.0
2021,North Cottesloe Primary School,WA,Primary,1180.0,99.0,22.2,381.6
2021,St Peter's Collegiate Girls' School,SA,Combined,1180.0,99.0,67.5,752.0
2021,St Michael's Catholic Primary School,NSW,Primary,1179.0,99.0,28.5,540.0
2021,Malvern Primary School,VIC,Primary,1179.0,99.0,40.6,597.0
2021,St Kevin's College,VIC,Combined,1179.0,99.0,193.6,2114.0
2021,Floreat Park Primary School,WA,Primary,1179.0,99.0,30.8,586.8
2021,Kapinara Primary School,WA,Primary,1179.0,99.0,23.0,386.2
2021,Beecroft Public School,NSW,Primary,1178.0,99.0,46.8,893.0
2021,Melbourne Girls Grammar,VIC,Combined,1178.0,99.0,127.6,1024.0
2021,Chapel Hill State School,QLD,Primary,1178.0,99.0,53.1,831.2
2021,St Columba's Primary School,QLD,Primary,1178.0,99.0,34.2,606.0
2021,Chrysalis Montessori School,WA,Primary,1178.0,99.0,7.8,105.0
2021,International School of Western Australia,WA,Combined,1178.0,99.0,39.0,287.0
2021,Woollahra Public School,NSW,Primary,1177.0,98.0,37.2,730.0
2021,Northbridge Public School,NSW,Primary,1177.0,98.0,24.6,481.0
2021,Penrith High School,NSW,Secondary,1177.0,98.0,62.6,928.1
2021,Monte Sant' Angelo Mercy College,NSW,Secondary,1177.0,98.0,116.9,1176.0
2021,Queenwood,NSW,Combined,1177.0,98.0,103.5,902.0
2021,Newington College,NSW,Combined,1177.0,98.0,185.8,2002.0
2021,Ravenswood School for Girls,NSW,Combined,1177.0,98.0,152.1,1315.0
2021,Balwyn Primary School,VIC,Primary,1177.0,98.0,40.4,592.0
2021,Hampton Primary School,VIC,Primary,1177.0,98.0,37.9,619.0
2021,Indooroopilly State School,QLD,Primary,1177.0,98.0,80.7,1375.0
2021,St Ignatius School,QLD,Primary,1177.0,98.0,15.6,278.0
2021,Our Lady Help of Christians Catholic Primary School,NSW,Primary,1176.0,98.0,9.5,97.0
2021,St Joseph's School,VIC,Primary,1176.0,98.0,24.5,416.0
2021,Trinity Grammar School Kew,VIC,Combined,1176.0,98.0,143.1,1483.0
2021,Huntingtower School,VIC,Combined,1176.0,98.0,73.7,721.0
2021,Glenmore Road Public School,NSW,Primary,1175.0,98.0,20.5,397.0
2021,Lindfield Public School,NSW,Primary,1175.0,98.0,43.6,801.0
2021,Hartwell Primary School,VIC,Primary,1175.0,98.0,43.6,649.0
2021,Camberwell Grammar School,VIC,Combined,1175.0,98.0,143.9,1343.0
2021,Christ Church Grammar School,WA,Combined,1175.0,98.0,159.9,1670.0
2021,The Beehive Montessori School,WA,Combined,1175.0,98.0,13.7,179.0
2021,Balgowlah Heights Public School,NSW,Primary,1174.0,98.0,36.8,738.0
2021,Turramurra Public School,NSW,Primary,1174.0,98.0,30.4,546.0
2021,Inner Sydney Montessori School,NSW,Combined,1174.0,98.0,18.1,163.0
2021,Glen Iris Primary School,VIC,Primary,1174.0,98.0,25.5,417.0
2021,Sacre Coeur,VIC,Combined,1174.0,98.0,79.5,709.0
2021,St Leonard's College,VIC,Combined,1174.0,98.0,156.4,1512.0
2021,St Aidan's Anglican Girls School,QLD,Combined,1174.0,98.0,71.1,906.0
2021,Cannon Hill Anglican College,QLD,Combined,1174.0,98.0,95.1,1329.0
2021,Nedlands Primary School,WA,Primary,1174.0,98.0,28.3,470.6
2021,John XXIII College,WA,Combined,1174.0,98.0,116.6,1495.0
2021,Pembroke School,SA,Combined,1174.0,98.0,165.1,1648.0
2021,Artarmon Public School,NSW,Primary,1173.0,98.0,65.2,1260.0
2021,Greenwich Public School,NSW,Primary,1173.0,98.0,28.3,478.0
2021,Lindfield East Public School,NSW,Primary,1173.0,98.0,33.1,588.0
2021,Tara Anglican School for Girls,NSW,Combined,1173.0,98.0,73.7,761.0
2021,Arden Anglican School,NSW,Combined,1173.0,98.0,75.3,902.0
2021,Serpell Primary School,VIC,Primary,1173.0,98.0,68.1,1138.0
2021,St Joan of Arc School,VIC,Primary,1173.0,98.0,25.1,373.0
2021,Our Lady of Good Counsel School,VIC,Primary,1173.0,98.0,14.2,207.6
2021,Ironside State School,QLD,Primary,1173.0,98.0,63.9,1079.6
2021,Subiaco Primary School,WA,Primary,1173.0,98.0,41.6,686.2
2021,Aranda Primary School,ACT,Primary,1173.0,98.0,30.9,549.0
2021,Knox Grammar School,NSW,Combined,1172.0,98.0,271.8,3123.0
2021,Gordon East Public School,NSW,Primary,1172.0,98.0,16.5,308.0
2021,Beauty Point Public School,NSW,Primary,1172.0,98.0,17.0,298.0
2021,St Columba's Catholic Primary School,NSW,Primary,1172.0,98.0,11.5,185.0
2021,German International School Sydney,NSW,Combined,1172.0,98.0,36.3,323.0
2021,Meriden School,NSW,Combined,1172.0,98.0,136.9,1441.0
2021,Melbourne Grammar School,VIC,Combined,1172.0,98.0,190.6,1806.0
2021,Balmain Public School,NSW,Primary,1171.0,98.0,18.3,363.0
2021,Sacred Heart Catholic Primary School,NSW,Primary,1171.0,98.0,21.8,387.0
2021,Barker College,NSW,Combined,1171.0,98.0,249.3,2578.0
2021,St Peters Lutheran College,QLD,Combined,1171.0,98.0,186.0,2208.4
2021,Wembley Primary School,WA,Primary,1171.0,98.0,44.1,792.6
2021,Oberthur Primary School,WA,Primary,1171.0,98.0,35.8,609.8
2021,St Thomas' Primary School,WA,Primary,1171.0,98.0,11.6,157.0
2021,Warrawee Public School,NSW,Primary,1170.0,98.0,40.3,740.0
2021,Our Lady of Perpetual Succour Catholic Primary School,NSW,Primary,1170.0,98.0,8.4,120.0
2021,St Brendan's Catholic Primary School,NSW,Primary,1170.0,98.0,10.8,189.0
2021,Villa Maria Catholic Primary School,NSW,Primary,1170.0,98.0,20.2,385.0
2021,St Andrew's Cathedral School,NSW,Combined,1170.0,98.0,157.8,1425.6
2021,MacRobertson Girls High School,VIC,Secondary,1170.0,98.0,71.4,1081.8
2021,St Michael's School,VIC,Primary,1170.0,98.0,20.3,271.4
2021,Freshwater Bay Primary School,WA,Primary,1170.0,98.0,26.6,431.2
2021,Loreto Nedlands,WA,Primary,1170.0,98.0,18.0,168.0
2021,Canberra Girls Grammar School,ACT,Combined,1170.0,98.0,105.9,1087.0
2021,Farmhouse Montessori School,NSW,Combined,1169.0,98.0,5.6,55.0
2021,Auburn South Primary School,VIC,Primary,1169.0,98.0,39.6,572.0
2021,St Cecilia's School,VIC,Primary,1169.0,98.0,17.3,235.0
2021,St Joseph's School,VIC,Primary,1169.0,98.0,22.6,346.0
2021,Kilvington Grammar School,VIC,Combined,1169.0,98.0,82.9,754.0
2021,Mount Scopus Memorial College,VIC,Combined,1169.0,98.0,125.6,1284.0
2021,Lance Holt School,WA,Primary,1169.0,98.0,7.2,90.0
2021,Barrenjoey Montessori School,NSW,Primary,1168.0,98.0,4.9,61.0
2021,Neutral Bay Public School,NSW,Primary,1168.0,98.0,43.4,861.0
2021,St Cecilia's Catholic Primary School,NSW,Primary,1168.0,98.0,15.6,263.0
2021,St Catherine's School,NSW,Combined,1168.0,98.0,104.1,1019.0
2021,Northcote Primary School,VIC,Primary,1168.0,98.0,22.7,360.4
2021,Deepdene Primary School,VIC,Primary,1168.0,98.0,25.8,423.0
2021,Gardenvale Primary School,VIC,Primary,1168.0,98.0,41.2,633.8
2021,Camberwell South Primary School,VIC,Primary,1168.0,98.0,31.7,439.4
2021,The King David School,VIC,Combined,1168.0,98.0,58.0,624.1
2021,St Joseph's School,QLD,Primary,1168.0,98.0,24.6,407.0
2021,Methodist Ladies' College,WA,Combined,1168.0,98.0,120.3,981.0
2021,St Andrew's School,SA,Primary,1168.0,98.0,39.8,448.0
2021,Prouille Catholic Primary School,NSW,Primary,1167.0,98.0,13.3,212.0
2021,St Thomas' Catholic Primary School,NSW,Primary,1167.0,98.0,19.2,377.0
2021,Holy Cross Catholic Primary School,NSW,Primary,1167.0,98.0,16.6,206.0
2021,SHORE - Sydney Church of England Grammar School,NSW,Combined,1167.0,98.0,165.6,1670.0
2021,Kambala,NSW,Combined,1167.0,98.0,117.3,984.0
2021,Lloyd Street Primary School,VIC,Primary,1167.0,98.0,32.0,462.0
2021,Our Lady of Perpetual Succour School,VIC,Primary,1167.0,98.0,12.5,169.2
2021,Carey Baptist Grammar School,VIC,Combined,1167.0,98.0,256.6,2432.1
2021,Fig Tree Pocket State School,QLD,Primary,1167.0,98.0,31.8,513.0
2021,Hillbrook Anglican School,QLD,Secondary,1167.0,97.0,66.4,805.8
2021,Walford Anglican School for Girls,SA,Combined,1167.0,97.0,53.8,492.0
2021,The Scots College,NSW,Combined,1166.0,97.0,214.7,2033.0
2021,Fairfield Primary School,VIC,Primary,1166.0,97.0,33.0,527.0
2021,Alphington Primary School,VIC,Primary,1166.0,97.0,26.4,389.0
2021,Melbourne High School,VIC,Secondary,1166.0,97.0,98.4,1362.1
2021,Wesley College,VIC,Combined,1166.0,97.0,364.8,3116.5
2021,Penleigh & Essendon Grammar School,VIC,Combined,1166.0,97.0,272.4,2790.0
2021,Bialik College,VIC,Combined,1166.0,97.0,81.7,922.0
2021,St Andrews Christian College,VIC,Combined,1166.0,97.0,51.5,676.0
2021,Graceville State School,QLD,Primary,1166.0,97.0,47.3,798.0
2021,Good News Lutheran School,QLD,Primary,1166.0,97.0,22.8,330.0
2021,Brisbane Montessori School,QLD,Combined,1166.0,97.0,15.5,201.8
2021,Lane Cove West Public School,NSW,Primary,1165.0,97.0,31.4,569.0
2021,Castle Cove Public School,NSW,Primary,1165.0,97.0,22.9,417.0
2021,Bell Primary School,VIC,Primary,1165.0,97.0,30.3,459.2
2021,Anglican Church Grammar School,QLD,Combined,1165.0,97.0,155.4,1837.0
2021,City Beach Primary School,WA,Primary,1165.0,97.0,14.2,206.0
2021,Bronte Public School,NSW,Primary,1164.0,97.0,18.5,335.0
2021,Saint Ignatius' College,NSW,Combined,1164.0,97.0,177.0,1569.4
2021,International Grammar School,NSW,Combined,1164.0,97.0,120.6,1214.0
2021,St Luke's Grammar School,NSW,Combined,1164.0,97.0,100.2,1261.0
2021,Birralee Primary School,VIC,Primary,1164.0,97.0,37.9,604.0
2021,Hollywood Primary School,WA,Primary,1164.0,97.0,19.5,325.4
2021,Hale School,WA,Combined,1164.0,97.0,159.0,1580.0
2021,Glendal Primary School,VIC,Primary,1163.0,97.0,52.4,902.0
2021,Loreto Mandeville Hall,VIC,Combined,1163.0,97.0,125.3,1232.0
2021,Westbourne Grammar School,VIC,Primary,1163.0,97.0,13.4,151.0
2021,Wilderness School,SA,Combined,1163.0,97.0,77.7,836.0
2021,Lane Cove Public School,NSW,Primary,1162.0,97.0,43.3,801.0
2021,St John the Baptist Catholic Primary School,NSW,Primary,1162.0,97.0,15.9,244.0
2021,St Joseph's Primary School,NSW,Primary,1162.0,97.0,19.2,400.0
2021,Kincoppal - Rose Bay School of the Sacred Heart,NSW,Combined,1162.0,97.0,99.2,903.0
2021,Mont Albert Primary School,VIC,Primary,1162.0,97.0,33.0,564.0
2021,Beverley Hills Primary School,VIC,Primary,1162.0,97.0,39.2,641.0
2021,St Joseph's School,VIC,Primary,1162.0,97.0,13.3,165.0
2021,Ivanhoe Girls' Grammar School,VIC,Combined,1162.0,97.0,85.8,813.0
2021,West Leederville Primary School,WA,Primary,1162.0,97.0,31.8,537.0
2021,Scotch College,WA,Combined,1162.0,97.0,137.1,1355.0
2021,Rose Park Primary School,SA,Primary,1162.0,97.0,32.4,591.0
2021,Hunters Hill Public School,NSW,Primary,1161.0,97.0,17.1,321.0
2021,Gordon West Public School,NSW,Primary,1161.0,97.0,29.3,524.0
2021,Gosford High School,NSW,Secondary,1161.0,97.0,70.7,1048.8
2021,Trinity Grammar School,NSW,Combined,1161.0,97.0,228.9,2196.0
2021,Claremont College,NSW,Primary,1161.0,97.0,23.4,349.0
2021,The King's School,NSW,Combined,1161.0,97.0,177.4,1865.0
2021,Presbyterian Ladies' College Sydney,NSW,Combined,1161.0,97.0,140.8,1405.0
2021,Pinewood Primary School,VIC,Primary,1161.0,97.0,54.8,872.0
2021,Ballarat Clarendon College,VIC,Combined,1161.0,97.0,119.7,1618.0
2021,St Mary's Anglican Girls' School,WA,Combined,1161.0,97.0,150.4,1448.0
2021,Annesley College,SA,Primary,1161.0,97.0,21.8,258.0
2021,Randwick Public School,NSW,Primary,1160.0,97.0,51.4,973.0
2021,Turramurra North Public School,NSW,Primary,1160.0,97.0,12.5,227.0
2021,Mount Sinai College,NSW,Primary,1160.0,97.0,19.4,304.0
2021,Albert Park Primary School,VIC,Primary,1160.0,97.0,36.6,569.0
2021,Caulfield Junior College,VIC,Primary,1160.0,97.0,36.4,501.5
2021,Brunswick South West Primary School,VIC,Primary,1160.0,97.0,26.8,419.8
2021,Ivanhoe East Primary School,VIC,Primary,1160.0,97.0,30.2,467.2
2021,Lindfield Learning Village,NSW,Combined,1160.0,97.0,48.8,508.0
2021,St Charles' Primary School,NSW,Primary,1159.0,97.0,19.1,327.0
2021,South Yarra Primary School,VIC,Primary,1159.0,97.0,25.3,394.0
2021,Solway Primary School,VIC,Primary,1159.0,97.0,31.3,471.0
2021,Laburnum Primary School,VIC,Primary,1159.0,97.0,45.0,710.0
2021,Xavier College,VIC,Combined,1159.0,97.0,220.0,1744.0
2021,St Catherine's School,VIC,Combined,1159.0,97.0,77.0,587.0
2021,Ithaca Creek State School,QLD,Primary,1159.0,97.0,39.7,642.0
2021,Kenmore South State School,QLD,Primary,1159.0,97.0,41.9,712.0
2021,Wilston State School,QLD,Primary,1159.0,97.0,53.1,907.4
2021,Our Lady of Mount Carmel School,QLD,Primary,1159.0,97.0,34.0,623.0
2021,Somerset College,QLD,Combined,1159.0,97.0,107.4,1518.0
2021,Holy Spirit School,WA,Primary,1159.0,97.0,11.4,164.0
2021,Regent College,WA,Primary,1159.0,97.0,20.4,323.0
2021,Our Lady of the Sacred Heart Catholic Primary School,NSW,Primary,1158.0,97.0,29.7,451.0
2021,Gib Gate School,NSW,Primary,1158.0,97.0,12.0,107.0
2021,Ashburton Primary School,VIC,Primary,1158.0,97.0,35.5,530.0
2021,Blackburn Lake Primary School,VIC,Primary,1158.0,97.0,31.5,544.0
2021,Brookfield State School,QLD,Primary,1158.0,97.0,29.9,481.0
2021,Shenton College,WA,Secondary,1158.0,97.0,153.6,2582.0
2021,All Saints' College,WA,Combined,1158.0,97.0,112.5,1250.0
2021,St Peter's College,SA,Combined,1158.0,97.0,148.2,1475.0
2021,Telopea Park School,ACT,Combined,1158.0,97.0,111.4,1539.4
2021,Burgmann Anglican School,ACT,Combined,1158.0,97.0,116.2,1487.9
2021,Epping Public School,NSW,Primary,1157.0,97.0,45.3,759.0
2021,Middle Harbour Public School,NSW,Primary,1157.0,97.0,28.9,533.0
2021,St Brigid's Catholic Primary School,NSW,Primary,1157.0,97.0,13.3,201.0
2021,Lycee Condorcet The International French School Of Sydney,NSW,Combined,1157.0,97.0,64.3,855.0
2021,Newcastle Grammar School,NSW,Combined,1157.0,97.0,91.7,962.0
2021,MLC School,NSW,Combined,1157.0,97.0,136.9,1246.5
2021,Armadale Primary School,VIC,Primary,1157.0,97.0,20.3,309.0
2021,Elsternwick Primary School,VIC,Primary,1157.0,97.0,32.9,492.0
2021,St Michael's Grammar School,VIC,Combined,1157.0,97.0,124.3,1106.0
2021,Firbank Grammar School,VIC,Combined,1157.0,96.0,121.2,1054.0
2021,St Agatha's Primary School,QLD,Primary,1157.0,97.0,20.2,339.0
2021,Jolimont Primary School,WA,Primary,1157.0,97.0,20.4,333.4
2021,Pulteney Grammar School,SA,Combined,1157.0,97.0,90.4,886.6
2021,Pittwater House Schools,NSW,Combined,1157.0,97.0,94.0,853.0
2021,Dobroyd Point Public School,NSW,Primary,1156.0,96.0,11.9,184.0
2021,Darlinghurst Public School,NSW,Primary,1156.0,96.0,17.2,309.0
2021,Wahroonga Public School,NSW,Primary,1156.0,96.0,39.1,686.0
2021,St Mary's Catholic Primary School,NSW,Primary,1156.0,96.0,17.0,298.0
2021,Loreto Normanhurst,NSW,Combined,1156.0,96.0,115.0,1104.2
2021,Hawthorn West Primary School,VIC,Primary,1156.0,96.0,34.1,498.0
2021,Sacred Heart School,VIC,Primary,1156.0,96.0,17.9,240.0
2021,St Dominic's School,VIC,Primary,1156.0,96.0,15.6,219.0
2021,Donvale Christian College,VIC,Combined,1156.0,96.0,107.4,1512.5
2021,Eagle Junction State School,QLD,Primary,1156.0,96.0,54.5,935.0
2021,Canberra Montessori School,ACT,Primary,1156.0,96.0,10.3,76.0
2021,Summer Hill Public School,NSW,Primary,1155.0,96.0,37.0,692.0
2021,Waitara Public School,NSW,Primary,1155.0,96.0,60.1,1055.0
2021,Mowbray Public School,NSW,Primary,1155.0,96.0,38.9,656.0
2021,Epping North Public School,NSW,Primary,1155.0,96.0,23.6,462.0
2021,Hornsby North Public School,NSW,Primary,1155.0,96.0,51.9,980.0
2021,Our Lady of Dolours Catholic Primary School,NSW,Primary,1155.0,96.0,17.6,322.0
2021,Covenant Christian School,NSW,Combined,1155.0,96.0,74.9,901.0
2021,Auburn Primary School,VIC,Primary,1155.0,96.0,28.0,403.8
2021,Lowther Hall Anglican Grammar School,VIC,Combined,1155.0,96.0,88.9,798.0
2021,Milton State School,QLD,Primary,1155.0,96.0,43.7,686.0
2021,St Margaret's Anglican Girls School,QLD,Combined,1155.0,96.0,93.5,1155.0
2021,Cherrybrook Public School,NSW,Primary,1154.0,96.0,53.3,1005.0
2021,Fitzroy North Primary School,VIC,Primary,1154.0,96.0,29.9,458.0
2021,Surrey Hills Primary School,VIC,Primary,1154.0,96.0,27.2,418.0
2021,Spensley Street Primary School,VIC,Primary,1154.0,96.0,23.6,347.2
2021,Brunswick East Primary School,VIC,Primary,1154.0,96.0,25.8,413.0
2021,Chatham Primary School,VIC,Primary,1154.0,96.0,18.8,310.4
2021,Tintern Grammar,VIC,Combined,1154.0,96.0,82.0,789.0
2021,Brisbane Boys' College,QLD,Combined,1154.0,96.0,130.8,1431.7
2021,Linden Park Primary School,SA,Primary,1154.0,96.0,50.6,961.8
2021,Highgate School,SA,Primary,1154.0,96.0,43.8,743.0
2021,Moriah College,NSW,Combined,1153.0,96.0,133.3,1455.0
2021,Bellevue Hill Public School,NSW,Primary,1153.0,96.0,32.9,533.0
2021,Willoughby Public School,NSW,Primary,1153.0,96.0,52.4,982.0
2021,Killarney Heights Public School,NSW,Primary,1153.0,96.0,39.8,681.0
2021,Murray Farm Public School,NSW,Primary,1153.0,96.0,53.9,943.0
2021,Killara High School,NSW,Secondary,1153.0,96.0,108.2,1605.4
2021,Fr John Therry Catholic Primary School Balmain-Rozelle,NSW,Primary,1153.0,96.0,19.7,306.0
2021,Our Lady of the Rosary Catholic Primary School,NSW,Primary,1153.0,96.0,24.2,438.0
2021,Central Coast Grammar School,NSW,Combined,1153.0,96.0,125.5,1359.0
2021,Galilee Regional Catholic Primary School,VIC,Primary,1153.0,96.0,24.0,330.0
2021,Shelford Girls' Grammar,VIC,Combined,1153.0,96.0,62.8,465.5
2021,Strathcona Baptist Girls' Grammar,VIC,Combined,1153.0,96.0,79.3,750.0
2021,Mentone Girls' Grammar School,VIC,Combined,1153.0,96.0,69.2,655.0
2021,Oakleigh State School,QLD,Primary,1153.0,96.0,34.2,549.0
2021,Mater Dei Catholic Primary School,QLD,Primary,1153.0,96.0,13.5,201.4
2021,Churchlands Primary School,WA,Primary,1153.0,96.0,27.2,475.8
2021,St Columba's Catholic Primary School,WA,Primary,1153.0,96.0,20.3,342.6
2021,Auburn High School,VIC,Secondary,1153.0,96.0,52.1,615.7
2021,Newmark Primary,VIC,Primary,1153.0,96.0,11.0,129.0
2021,Killara Public School,NSW,Primary,1152.0,96.0,21.8,409.0
2021,St Ives Public School,NSW,Primary,1152.0,96.0,29.5,530.0
2021,Chatswood Public School,NSW,Primary,1152.0,96.0,75.6,1216.0
2021,Frensham School,NSW,Secondary,1152.0,96.0,42.5,356.0
2021,Eltham East Primary School,VIC,Primary,1152.0,96.0,39.5,628.4
2021,Mount View Primary School,VIC,Primary,1152.0,96.0,71.2,1013.0
2021,St Leonard's School,VIC,Primary,1152.0,96.0,18.1,268.0
2021,Stuartholme School,QLD,Secondary,1152.0,96.0,59.7,678.0
2021,Cottesloe Primary School,WA,Primary,1152.0,96.0,19.4,336.0
2021,St Paul's Primary School,WA,Primary,1152.0,96.0,12.3,188.0
2021,Presbyterian Ladies' College,WA,Combined,1152.0,96.0,114.8,976.0
2021,Highfields Preparatory and Kindergarten School,NSW,Primary,1151.0,96.0,7.8,96.0
2021,Double Bay Public School,NSW,Primary,1151.0,96.0,15.9,285.0
2021,St George Girls High School,NSW,Secondary,1151.0,96.0,63.2,925.4
2021,St Pius X College,NSW,Combined,1151.0,96.0,89.2,1153.0
2021,Santa Sabina College,NSW,Combined,1151.0,96.0,114.3,1216.5
2021,Burwood East Primary School,VIC,Primary,1151.0,96.0,38.2,585.0
2021,Glenferrie Primary School,VIC,Primary,1151.0,96.0,21.6,294.0
2021,Malvern Central School,VIC,Primary,1151.0,96.0,31.4,473.0
2021,Ormond Primary School,VIC,Primary,1151.0,96.0,24.6,379.0
2021,Syndal South Primary School,VIC,Primary,1151.0,96.0,19.4,325.0
2021,Our Holy Redeemer School,VIC,Primary,1151.0,96.0,12.4,155.0
2021,Mary Immaculate School,VIC,Primary,1151.0,96.0,9.6,106.0
