Calendar Year,School Name,State,School Type,ICSEA,ICSEA Percentile,Full Time Equivalent Teaching Staff,Full Time Equivalent Enrolments
2021,Wycliffe Christian School,NSW,Combined,1101.0,86.0,34.6,386.8
2021,Selby Primary School,VIC,Primary,1101.0,86.0,13.0,200.0
2021,Greenhills Primary School,VIC,Primary,1101.0,86.0,34.2,514.0
2021,Kingston Heath Primary School,VIC,Primary,1101.0,86.0,15.3,252.0
2021,Elwood College,VIC,Secondary,1101.0,86.0,62.8,814.0
2021,Our Lady of the Pines School,VIC,Primary,1101.0,85.0,22.4,307.0
2021,Montessori International College,QLD,Combined,1101.0,86.0,24.8,289.0
2021,Glengarry Primary School,WA,Primary,1101.0,86.0,21.4,402.6
2021,Liwara Catholic Primary School,WA,Primary,1101.0,86.0,20.7,365.0
2021,Corpus Christi College,WA,Secondary,1101.0,86.0,92.7,1244.0
2021,Carey Baptist College,WA,Combined,1101.0,86.0,99.9,1401.0
2021,St Bede's Primary School,ACT,Primary,1101.0,85.0,9.7,148.0
2021,Kennedy Baptist College,WA,Secondary,1101.0,86.0,87.3,1193.0
2021,Launceston Church Grammar School,TAS,Combined,1100.0,85.0,78.4,771.0
2021,Sutherland Public School,NSW,Primary,1100.0,85.0,17.6,328.0
2021,Picnic Point Public School,NSW,Primary,1100.0,85.0,21.5,398.0
2021,Belair Public School,NSW,Primary,1100.0,85.0,23.5,451.0
2021,Sacred Heart Primary School,NSW,Primary,1100.0,85.0,11.4,186.0
2021,St Paul the Apostle Primary School,NSW,Primary,1100.0,85.0,23.0,390.0
2021,St John the Apostle Catholic Primary School,NSW,Primary,1100.0,85.0,17.3,256.0
2021,St Bernard's Catholic Primary School,NSW,Primary,1100.0,85.0,12.8,201.0
2021,St Clare's College,NSW,Secondary,1100.0,85.0,45.1,624.0
2021,The McDonald College,NSW,Combined,1100.0,85.0,28.7,281.0
2021,St Columba Anglican School,NSW,Combined,1100.0,85.0,96.9,1179.0
2021,Ferny Creek Primary School,VIC,Primary,1100.0,85.0,10.5,177.0
2021,Donvale Primary School,VIC,Primary,1100.0,85.0,22.0,318.0
2021,Seabrook Primary School,VIC,Primary,1100.0,85.0,63.0,980.0
2021,St Patrick's School,VIC,Primary,1100.0,85.0,16.7,197.0
2021,Marcellin College,VIC,Secondary,1100.0,85.0,123.8,1400.0
2021,Our Lady of the Assumption School,VIC,Primary,1100.0,85.0,17.8,289.0
2021,Resurrection House,VIC,Primary,1100.0,85.0,9.0,126.0
2021,Gippsland Grammar,VIC,Combined,1100.0,85.0,91.9,1007.0
2021,Aspley State School,QLD,Primary,1100.0,85.0,44.4,759.0
2021,St Pius X School,QLD,Primary,1100.0,85.0,11.2,158.0
2021,The Cathedral School of St Anne and St James,QLD,Combined,1100.0,85.0,84.8,1047.0
2021,Mount Lawley Senior High School,WA,Secondary,1100.0,85.0,124.9,1919.0
2021,Hillarys Primary School,WA,Primary,1100.0,85.0,32.1,555.4
2021,Ursula Frayne Catholic College,WA,Combined,1100.0,85.0,85.1,1354.0
2021,Aldgate Primary School,SA,Primary,1100.0,85.0,16.8,293.0
2021,Nailsworth Primary School,SA,Primary,1100.0,85.0,35.1,624.0
2021,Blackwood Primary School,SA,Primary,1100.0,85.0,24.2,453.0
2021,St Therese School,SA,Primary,1100.0,85.0,14.6,228.0
2021,Bob Hawke College,WA,Secondary,1100.0,85.0,37.2,589.0
2021,Goulburn Street Primary School,TAS,Primary,1099.0,85.0,14.4,230.6
2021,Beaumont Hills Public School,NSW,Primary,1099.0,85.0,32.3,602.0
2021,Christ The King Primary School,NSW,Primary,1099.0,85.0,22.1,328.0
2021,Maria Regina Catholic Primary School,NSW,Primary,1099.0,85.0,12.7,136.0
2021,St Joseph's Catholic Primary School,NSW,Primary,1099.0,85.0,12.6,209.0
2021,St Mary Star of the Sea College,NSW,Secondary,1099.0,85.0,85.6,1102.0
2021,Toronto Adventist School,NSW,Primary,1099.0,85.0,2.7,35.0
2021,Berowra Christian School,NSW,Primary,1099.0,85.0,5.0,58.0
2021,Footscray Primary School,VIC,Primary,1099.0,85.0,25.8,383.0
2021,Wonga Park Primary School,VIC,Primary,1099.0,85.0,29.7,483.0
2021,Derinya Primary School,VIC,Primary,1099.0,85.0,55.2,871.0
2021,Andersons Creek Primary School,VIC,Primary,1099.0,85.0,16.0,284.0
2021,Our Lady Help of Christians School,VIC,Primary,1099.0,85.0,23.6,304.4
2021,Billanook College,VIC,Combined,1099.0,85.0,67.2,701.4
2021,East Brisbane State School,QLD,Primary,1099.0,85.0,20.9,283.0
2021,Redlands College,QLD,Combined,1099.0,85.0,95.6,1379.0
2021,Perth Waldorf School,WA,Combined,1099.0,85.0,44.2,486.0
2021,Miles Franklin Primary School,ACT,Primary,1099.0,85.0,30.7,497.0
2021,St Ambrose Catholic Primary School,NSW,Primary,1099.0,85.0,20.2,375.0
2021,Marie Bashir Public School,NSW,Primary,1099.0,85.0,25.4,387.0
2021,Southern Cross Early Childhood School,ACT,Primary,1098.0,85.0,9.8,129.8
2021,Earlwood Public School,NSW,Primary,1098.0,85.0,43.8,633.0
2021,Kellyville Ridge Public School,NSW,Primary,1098.0,85.0,41.1,770.0
2021,New Lambton South Public School,NSW,Primary,1098.0,85.0,24.5,472.0
2021,Eleebana Public School,NSW,Primary,1098.0,85.0,28.9,517.0
2021,Jerrabomberra Public School,NSW,Primary,1098.0,85.0,49.9,944.0
2021,St Monica's Primary School,NSW,Primary,1098.0,85.0,13.6,193.0
2021,St Therese's Primary School,NSW,Primary,1098.0,85.0,30.5,562.0
2021,Our Lady of Fatima Catholic Primary School,NSW,Primary,1098.0,85.0,30.9,569.0
2021,Georges River Grammar,NSW,Combined,1098.0,85.0,76.9,910.0
2021,Doncaster Primary School,VIC,Primary,1098.0,85.0,28.1,454.0
2021,Mitcham Primary School,VIC,Primary,1098.0,85.0,29.6,463.0
2021,Spotswood Primary School,VIC,Primary,1098.0,85.0,18.5,291.0
2021,Watsonia Heights Primary School,VIC,Primary,1098.0,85.0,30.0,461.0
2021,Montpellier Primary School,VIC,Primary,1098.0,85.0,43.9,648.0
2021,Templestowe Valley Primary School,VIC,Primary,1098.0,85.0,24.3,431.0
2021,East Doncaster Secondary College,VIC,Secondary,1098.0,85.0,126.1,1598.6
2021,St Columba's College,VIC,Secondary,1098.0,85.0,75.8,1031.0
2021,St Francis Xavier Primary School,VIC,Primary,1098.0,85.0,24.0,291.0
2021,Santa Maria College,VIC,Secondary,1098.0,85.0,68.7,888.0
2021,Village School,VIC,Primary,1098.0,85.0,5.1,60.0
2021,Balcombe Grammar School,VIC,Combined,1098.0,85.0,66.7,918.0
2021,Mount Alvernia College,QLD,Secondary,1098.0,85.0,72.0,930.0
2021,Hillcrest Christian College,QLD,Combined,1098.0,85.0,112.1,1495.8
2021,Leeming Primary School,WA,Primary,1098.0,85.0,18.6,325.0
2021,St Augustine's School,WA,Primary,1098.0,85.0,10.2,173.0
2021,Bellevue Heights Primary School,SA,Primary,1098.0,85.0,14.1,216.0
2021,Saint Spyridon College,SA,Primary,1098.0,85.0,5.1,58.2
2021,Galungara Public School,NSW,Primary,1098.0,85.0,20.4,304.0
2021,Mother Teresa School,ACT,Primary,1097.0,85.0,37.6,712.0
2021,Kogarah Public School,NSW,Primary,1097.0,85.0,31.4,478.0
2021,Oyster Bay Public School,NSW,Primary,1097.0,84.0,22.6,423.0
2021,Parramatta East Public School,NSW,Primary,1097.0,84.0,36.8,592.0
2021,Thirroul Public School,NSW,Primary,1097.0,85.0,23.8,447.0
2021,Wollongong Public School,NSW,Primary,1097.0,84.0,28.9,500.0
2021,Currambena Primary School,NSW,Primary,1097.0,84.0,6.3,82.0
2021,Illawarra Christian School,NSW,Combined,1097.0,84.0,51.3,618.0
2021,St Spyridon College,NSW,Combined,1097.0,85.0,69.2,770.0
2021,Yanginanook School,NSW,Combined,1097.0,84.0,3.8,41.0
2021,Penrith Anglican College,NSW,Combined,1097.0,85.0,76.5,904.0
2021,Gruyere Primary School,VIC,Primary,1097.0,84.0,3.5,8.4
2021,Ocean Grove Primary School,VIC,Primary,1097.0,84.0,41.3,634.0
2021,The Patch Primary School,VIC,Primary,1097.0,84.0,19.2,304.0
2021,St John's School,VIC,Primary,1097.0,84.0,20.4,207.4
2021,St Raphael's School,VIC,Primary,1097.0,84.0,18.4,290.0
2021,St Mary's School,VIC,Primary,1097.0,85.0,31.8,546.0
2021,St Leo the Great Primary School,VIC,Primary,1097.0,84.0,22.3,289.0
2021,Christian College Highton,VIC,Combined,1097.0,84.0,211.7,1990.0
2021,Moggill State School,QLD,Primary,1097.0,84.0,47.5,744.0
2021,Kedron State School,QLD,Primary,1097.0,84.0,28.4,456.0
2021,Our Lady of Lourdes Primary School,QLD,Primary,1097.0,85.0,31.5,566.0
2021,Sacred Heart Primary School,QLD,Primary,1097.0,85.0,14.3,209.0
2021,Our Lady of Good Counsel School,WA,Primary,1097.0,85.0,11.6,173.0
2021,Norton Summit Primary School,SA,Primary,1097.0,85.0,4.4,70.0
2021,St Monica's Parish School,SA,Primary,1097.0,84.0,10.9,201.0
2021,King's Baptist Grammar School,SA,Combined,1097.0,85.0,73.9,1117.0
2021,Harkaway Hills College,VIC,Primary,1097.0,84.0,10.2,149.0
2021,Smalls Road Public School,NSW,Primary,1097.0,85.0,14.3,173.0
2021,Kwoorabup Community School,WA,Primary,1096.0,84.0,7.7,51.0
2021,Lewisham Public School,NSW,Primary,1096.0,84.0,13.7,238.0
2021,Burwood Girls High School,NSW,Secondary,1096.0,84.0,77.3,1094.0
2021,Our Lady Star of The Sea Catholic Primary School,NSW,Primary,1096.0,84.0,28.3,538.0
2021,Redfield College,NSW,Combined,1096.0,84.0,39.4,466.0
2021,Sydney Montessori School,NSW,Combined,1096.0,84.0,9.8,136.0
2021,Mordialloc Beach Primary School,VIC,Primary,1096.0,84.0,16.2,234.6
2021,Research Primary School,VIC,Primary,1096.0,84.0,10.0,152.0
2021,Apollo Parkways Primary School,VIC,Primary,1096.0,84.0,42.9,735.0
2021,St Joseph's School,VIC,Primary,1096.0,84.0,23.0,365.4
2021,St John Vianney's School,VIC,Primary,1096.0,84.0,12.0,135.0
2021,St Therese School,VIC,Primary,1096.0,84.0,18.2,326.0
2021,Hillcrest Christian College,VIC,Combined,1096.0,84.0,131.7,1811.0
2021,Good News Lutheran College,VIC,Combined,1096.0,84.0,83.2,1192.0
2021,Corinda State School,QLD,Primary,1096.0,84.0,39.8,632.6
2021,Mary's Mount Primary School,WA,Primary,1096.0,84.0,11.6,206.0
2021,St Luke's Catholic Primary School,WA,Primary,1096.0,84.0,20.0,411.0
2021,West Coast Steiner School,WA,Primary,1096.0,84.0,11.8,163.0
2021,Good Shepherd Lutheran School - Para Vista,SA,Primary,1096.0,84.0,27.9,446.0
2021,New Lambton Heights Infants School,NSW,Primary,1095.0,84.0,4.4,72.0
2021,Glenhaven Public School,NSW,Primary,1095.0,84.0,19.5,395.0
2021,Mona Vale Public School,NSW,Primary,1095.0,84.0,51.3,1000.0
2021,Avalon Public School,NSW,Primary,1095.0,84.0,45.1,911.0
2021,Mount Colah Public School,NSW,Primary,1095.0,84.0,23.1,448.0
2021,St Patrick's Primary School,NSW,Primary,1095.0,84.0,22.0,417.0
2021,St Mary's Primary School,NSW,Primary,1095.0,84.0,20.2,390.0
2021,St Pius X High School,NSW,Secondary,1095.0,84.0,65.9,1003.0
2021,Our Lady of Lourdes Catholic Primary School,NSW,Primary,1095.0,84.0,19.7,347.0
2021,Marcellin College,NSW,Secondary,1095.0,84.0,68.6,982.0
2021,Seaholme Primary School,VIC,Primary,1095.0,84.0,21.1,341.0
2021,Mentone Park Primary School,VIC,Primary,1095.0,84.0,12.3,181.0
2021,Bayswater South Primary School,VIC,Primary,1095.0,84.0,26.8,366.0
2021,Parkhill Primary School,VIC,Primary,1095.0,84.0,16.4,244.0
2021,St Peter's School,VIC,Primary,1095.0,84.0,12.0,162.4
2021,Virginia State School,QLD,Primary,1095.0,84.0,30.8,491.0
2021,Cavendish Road State High School,QLD,Secondary,1095.0,84.0,137.5,1960.0
2021,St Oliver Plunkett School,QLD,Primary,1095.0,84.0,33.9,597.0
2021,St Kevin's School,QLD,Primary,1095.0,84.0,16.4,289.0
2021,Whitford Catholic Primary School,WA,Primary,1095.0,84.0,31.3,625.0
2021,Black Forest Primary School,SA,Primary,1095.0,84.0,26.2,488.0
2021,Fadden Primary School,ACT,Primary,1095.0,84.0,21.4,263.0
2021,The Children's House Montessori,NSW,Combined,1095.0,84.0,1.0,8.0
2021,Adelaide Botanic High School,SA,Secondary,1095.0,84.0,62.1,748.0
2021,McAuley Community School,SA,Primary,1095.0,84.0,22.3,399.0
2021,Inner Sydney High School,NSW,Secondary,1095.0,84.0,28.2,358.0
2021,Brisbane South State Secondary College,QLD,Secondary,1095.0,84.0,24.1,205.0
2021,Asquith Public School,NSW,Primary,1094.0,84.0,27.1,425.0
2021,Newport Public School,NSW,Primary,1094.0,84.0,34.9,661.0
2021,Wideview Public School,NSW,Primary,1094.0,84.0,20.6,396.0
2021,Burwood Public School,NSW,Primary,1094.0,84.0,39.4,514.0
2021,Dudley Public School,NSW,Primary,1094.0,84.0,14.4,272.0
2021,Mount Keira Public School,NSW,Primary,1094.0,84.0,4.8,86.0
2021,St John Bosco Catholic Primary School,NSW,Primary,1094.0,84.0,42.6,790.0
2021,William Carey Christian School,NSW,Combined,1094.0,84.0,96.3,1190.0
2021,Bishop Druitt College,NSW,Combined,1094.0,84.0,80.3,1089.0
2021,Newtown Primary School,VIC,Primary,1094.0,84.0,15.8,224.0
2021,Aspendale Primary School,VIC,Primary,1094.0,84.0,35.8,587.2
2021,Weeden Heights Primary School,VIC,Primary,1094.0,84.0,10.1,152.0
2021,St Ambrose's School,VIC,Primary,1094.0,84.0,15.6,249.0
2021,St Paul's School,VIC,Primary,1094.0,84.0,18.5,245.9
2021,Nunawading Christian College - Primary,VIC,Primary,1094.0,84.0,16.8,265.0
2021,Uraidla Primary School,SA,Primary,1094.0,84.0,8.1,142.0
2021,Stradbroke School,SA,Primary,1094.0,84.0,42.4,789.0
2021,North Kellyville Public School,NSW,Primary,1094.0,84.0,51.1,858.0
2021,Eynesbury Senior College,SA,Secondary,1093.0,84.0,11.0,97.9
2021,Ultimo Public School,NSW,Primary,1093.0,83.0,24.0,408.0
2021,South Coogee Public School,NSW,Primary,1093.0,83.0,29.8,548.0
2021,Hornsby Heights Public School,NSW,Primary,1093.0,83.0,23.4,449.0
2021,Strathfield South Public School,NSW,Primary,1093.0,84.0,43.0,686.0
2021,Tighes Hill Public School,NSW,Primary,1093.0,83.0,20.6,367.0
2021,St Oliver's Primary School,NSW,Primary,1093.0,83.0,11.5,172.0
2021,Holy Innocents' Catholic Primary School,NSW,Primary,1093.0,83.0,12.1,154.0
2021,Broughton Anglican College,NSW,Combined,1093.0,84.0,84.8,1113.0
2021,Greenacre Baptist Christian Community School,NSW,Combined,1093.0,83.0,26.1,329.0
2021,Moorabbin Primary School,VIC,Primary,1093.0,83.0,24.2,388.0
2021,Mount Eliza Primary School,VIC,Primary,1093.0,83.0,29.9,529.2
2021,Aberfeldie Primary School,VIC,Primary,1093.0,83.0,24.0,372.0
2021,Kalinda Primary School,VIC,Primary,1093.0,83.0,32.4,535.0
2021,Koonung Secondary College,VIC,Secondary,1093.0,84.0,75.8,1103.8
2021,St Damian's School,VIC,Primary,1093.0,83.0,27.1,395.0
2021,Melbourne Rudolf Steiner School,VIC,Combined,1093.0,84.0,51.4,463.0
2021,Northside Christian College,VIC,Combined,1093.0,83.0,38.6,486.0
2021,Teelba State School,QLD,Primary,1093.0,84.0,2.1,16.0
2021,St Augustine's Parish Primary School,QLD,Primary,1093.0,83.0,29.9,550.0
2021,Genesis Christian College,QLD,Combined,1093.0,83.0,102.9,1555.0
2021,Duncraig Primary School,WA,Primary,1093.0,83.0,24.5,413.6
2021,St Emilie's Catholic Primary School,WA,Primary,1093.0,84.0,21.0,403.0
2021,Coromandel Valley Primary School,SA,Primary,1093.0,84.0,27.8,491.0
2021,Pedare Christian College,SA,Combined,1093.0,84.0,72.5,1038.0
2021,Dickson College,ACT,Secondary,1093.0,83.0,57.7,731.6
2021,St Vincent's Primary School,ACT,Primary,1093.0,83.0,12.1,194.0
2021,St Luke's Catholic College (Primary),NSW,Primary,1093.0,83.0,40.0,798.0
2021,Tempe Public School,NSW,Primary,1092.0,83.0,24.1,331.0
2021,Cromer Public School,NSW,Primary,1092.0,83.0,40.2,593.0
2021,Homebush Public School,NSW,Primary,1092.0,83.0,34.3,508.0
2021,Quakers Hill Public School,NSW,Primary,1092.0,83.0,60.0,1091.0
2021,Avoca Beach Public School,NSW,Primary,1092.0,83.0,24.5,463.0
2021,Hamilton Public School,NSW,Primary,1092.0,83.0,17.4,318.0
2021,St Thomas Aquinas Primary School,NSW,Primary,1092.0,83.0,28.6,430.0
2021,St Thomas Aquinas Catholic Primary School,NSW,Primary,1092.0,83.0,21.4,337.0
2021,Lorien Novalis School for Rudolf Steiner Education,NSW,Combined,1092.0,83.0,27.6,232.0
2021,Preston Primary School,VIC,Primary,1092.0,83.0,42.9,677.0
2021,Sassafras Primary School,VIC,Primary,1092.0,83.0,3.8,58.6
2021,Anglesea Primary School,VIC,Primary,1092.0,83.0,12.7,159.0
2021,Oak Park Primary School,VIC,Primary,1092.0,83.0,28.4,398.2
2021,Ringwood Heights Primary School,VIC,Primary,1092.0,83.0,17.4,267.0
2021,Eltham High School,VIC,Secondary,1092.0,83.0,107.0,1431.0
2021,Templestowe College,VIC,Secondary,1092.0,83.0,79.7,1217.8
2021,St Patrick's School,VIC,Primary,1092.0,83.0,28.6,422.0
2021,St Brigid's School,VIC,Primary,1092.0,83.0,17.0,217.0
2021,Our Lady of the Sacred Heart College,VIC,Secondary,1092.0,83.0,64.6,739.0
2021,St Justin's School,VIC,Primary,1092.0,83.0,22.0,329.0
2021,St Francis of the Fields School,VIC,Primary,1092.0,83.0,41.4,612.0
2021,Castlemaine Steiner School & Kindergarten,VIC,Combined,1092.0,83.0,17.2,155.0
2021,Dianella Heights Primary School,WA,Primary,1092.0,83.0,26.0,445.2
2021,Providence Christian College,WA,Combined,1092.0,83.0,57.4,785.0
2021,Henley Beach Primary School,SA,Primary,1092.0,83.0,26.4,467.0
2021,Maribyrnong Primary School,ACT,Primary,1092.0,83.0,35.2,477.0
2021,Beaconsfield Primary School,WA,Primary,1092.0,83.0,30.8,441.2
2021,Koonwarra Village School,VIC,Primary,1092.0,83.0,7.3,63.4
2021,Kingdom Culture Christian School,NSW,Combined,1092.0,83.0,8.4,105.0
2021,The Springfield Anglican College,QLD,Combined,1091.0,83.0,79.2,1025.0
2021,Connells Point Public School,NSW,Primary,1091.0,83.0,31.4,504.0
2021,Yowie Bay Public School,NSW,Primary,1091.0,83.0,20.9,417.0
2021,Berowra Public School,NSW,Primary,1091.0,83.0,19.7,367.0
2021,Wentworthville Public School,NSW,Primary,1091.0,83.0,47.9,748.0
2021,Winston Hills Public School,NSW,Primary,1091.0,83.0,40.9,716.0
2021,Tuntable Creek Public School,NSW,Primary,1091.0,83.0,1.3,8.0
2021,St Therese's Catholic Primary School,NSW,Primary,1091.0,83.0,10.8,129.0
2021,Korowal School,NSW,Combined,1091.0,83.0,22.9,250.0
2021,Al Noori Muslim School,NSW,Combined,1091.0,83.0,102.9,2049.0
2021,Belmont Primary School,VIC,Primary,1091.0,83.0,20.0,298.0
2021,Rosanna Primary School,VIC,Primary,1091.0,83.0,22.3,330.0
2021,Sacred Heart College,VIC,Secondary,1091.0,83.0,102.0,1488.0
2021,St Bede's College,VIC,Secondary,1091.0,83.0,149.7,1908.0
2021,St Agnes' School,VIC,Primary,1091.0,83.0,11.0,124.8
2021,St John Bosco's School,VIC,Primary,1091.0,83.0,29.1,437.0
2021,North Fremantle Primary School,WA,Primary,1091.0,83.0,10.2,161.4
2021,Guildford Primary School,WA,Primary,1091.0,83.0,16.8,278.6
2021,White Gum Valley Primary School,WA,Primary,1091.0,83.0,16.2,278.0
2021,Ranford Primary School,WA,Primary,1091.0,83.0,37.1,661.6
2021,Immaculate Heart of Mary School,SA,Primary,1091.0,83.0,8.8,138.0
2021,Australian Science and Mathematics School,SA,Secondary,1090.0,83.0,34.9,358.5
2021,Gymea Bay Public School,NSW,Primary,1090.0,83.0,45.2,780.0
2021,Lugarno Public School,NSW,Primary,1090.0,83.0,21.2,256.0
2021,Hunters Hill High School,NSW,Secondary,1090.0,82.0,55.8,744.0
2021,St Columba's Catholic College,NSW,Secondary,1090.0,83.0,72.7,1037.0
2021,St Kevin's Catholic Primary School,NSW,Primary,1090.0,83.0,11.8,169.0
2021,St Patrick's College Sutherland,NSW,Secondary,1090.0,83.0,89.7,1285.5
2021,Burwood Heights Primary School,VIC,Primary,1090.0,83.0,26.3,349.0
2021,Brentwood Park Primary School,VIC,Primary,1090.0,83.0,56.1,948.0
2021,Amsleigh Park Primary School,VIC,Primary,1090.0,83.0,22.1,336.6
2021,St Mary's School,VIC,Primary,1090.0,83.0,17.8,236.0
2021,St Columba's School,VIC,Primary,1090.0,83.0,21.6,318.0
2021,St Macartan's School,VIC,Primary,1090.0,83.0,32.0,511.0
2021,St Mark's School,VIC,Primary,1090.0,83.0,29.2,445.1
2021,St Joseph's School,VIC,Primary,1090.0,83.0,26.4,379.0
2021,Nundah State School,QLD,Primary,1090.0,83.0,46.5,714.0
2021,Iona College,QLD,Combined,1090.0,83.0,127.2,1746.0
2021,St Luke's Anglican School,QLD,Combined,1090.0,83.0,60.0,833.0
2021,Palmyra Primary School,WA,Primary,1090.0,83.0,29.2,500.0
2021,Maylands Peninsula Primary School,WA,Primary,1090.0,83.0,38.3,609.4
2021,Paringa Park Primary School,SA,Primary,1090.0,83.0,31.7,540.0
2021,Good Shepherd Primary School,ACT,Primary,1090.0,83.0,37.7,749.0
2021,Preston High School,VIC,Secondary,1090.0,83.0,37.1,475.0
2021,Ming-De International School Toowoomba,QLD,Primary,1090.0,83.0,3.8,19.6
2021,Saint Mary MacKillop College Albury,NSW,Combined,1089.0,82.0,17.2,195.0
2021,Swinburne Senior Secondary College,VIC,Secondary,1089.0,82.0,35.8,369.3
2021,Wheeler Heights Public School,NSW,Primary,1089.0,82.0,24.4,464.0
2021,Holsworthy Public School,NSW,Primary,1089.0,82.0,35.6,637.0
2021,St Thomas More's Catholic School,NSW,Primary,1089.0,82.0,11.5,202.0
2021,St Pius' Catholic Primary School,NSW,Primary,1089.0,82.0,11.8,129.0
2021,St Catherine Labouré Catholic Primary School,NSW,Primary,1089.0,82.0,29.6,552.0
2021,Coburg Primary School,VIC,Primary,1089.0,82.0,19.9,289.0
2021,Bullarto Primary School,VIC,Primary,1089.0,82.0,2.0,17.6
2021,Macedon Primary School,VIC,Primary,1089.0,82.0,14.3,260.0
2021,East Bentleigh Primary School,VIC,Primary,1089.0,82.0,27.3,404.0
2021,Karoo Primary School,VIC,Primary,1089.0,82.0,29.5,496.6
2021,Beechworth Montessori School,VIC,Primary,1089.0,82.0,5.6,99.0
2021,Carine Senior High School,WA,Secondary,1089.0,82.0,132.2,2185.0
2021,Lake King Primary School,WA,Primary,1089.0,82.0,4.2,35.8
2021,Campbell Primary School,WA,Primary,1089.0,82.0,31.8,555.0
2021,Upper Sturt Primary School,SA,Primary,1089.0,82.0,7.2,111.0
2021,Franklin Early Childhood School,ACT,Primary,1089.0,82.0,29.3,353.0
2021,Prahran High School,VIC,Secondary,1089.0,82.0,29.4,341.0
2021,Clyde Grammar,VIC,Primary,1089.0,82.0,5.8,86.0
2021,Saint Mary MacKillop Colleges Limited,NSW,Combined,1088.0,82.0,14.0,157.0
2021,Elanora Heights Public School,NSW,Primary,1088.0,82.0,27.6,532.0
2021,Mortlake Public School,NSW,Primary,1088.0,82.0,19.2,344.0
2021,Balgownie Public School,NSW,Primary,1088.0,82.0,19.4,341.0
2021,St John Vianney's Primary School,NSW,Primary,1088.0,82.0,21.7,376.0
2021,Our Lady Star of the Sea Catholic School,NSW,Primary,1088.0,82.0,24.4,424.0
2021,Amity College,NSW,Combined,1088.0,82.0,158.7,2126.0
2021,Altona Primary School,VIC,Primary,1088.0,82.0,37.4,586.0
2021,Roslyn Primary School,VIC,Primary,1088.0,82.0,14.4,239.0
2021,Box Hill North Primary School,VIC,Primary,1088.0,82.0,16.9,244.0
2021,Mount Martha Primary School,VIC,Primary,1088.0,82.0,40.7,684.0
2021,Fitzroy High School,VIC,Secondary,1088.0,82.0,51.4,582.9
2021,St Margaret Mary's School,VIC,Primary,1088.0,82.0,14.9,156.0
2021,St Catherine's School,VIC,Primary,1088.0,82.0,9.7,105.0
2021,St Thomas the Apostle School,VIC,Primary,1088.0,82.0,23.2,327.0
2021,Maranatha Christian School,VIC,Combined,1088.0,82.0,52.9,734.0
2021,Geelong Lutheran College,VIC,Combined,1088.0,82.0,50.0,746.0
2021,Mother of Good Counsel School,QLD,Primary,1088.0,82.0,22.5,369.0
2021,Caloundra City Private School,QLD,Combined,1088.0,82.0,21.4,208.0
2021,Samford Valley Steiner School,QLD,Combined,1088.0,82.0,37.8,413.6
2021,St Michael's School,WA,Primary,1088.0,82.0,11.5,206.0
2021,Aranmore Catholic Primary School,WA,Primary,1088.0,82.0,18.8,315.0
2021,Scott Creek Primary School,SA,Primary,1088.0,82.0,5.1,47.0
2021,Star of the Sea School,SA,Primary,1088.0,82.0,30.0,532.6
2021,Palmerston District Primary School,ACT,Primary,1088.0,82.0,47.2,722.0
2021,Newport Gardens Primary School,VIC,Primary,1088.0,82.0,36.1,569.0
2021,Wentworth Point Public School,NSW,Primary,1088.0,82.0,37.8,557.0
2021,Northbourne Public School,NSW,Primary,1088.0,82.0,43.5,855.0
2021,All Saints Grammar,NSW,Combined,1087.0,82.0,50.2,542.0
2021,Bonnet Bay Public School,NSW,Primary,1087.0,82.0,17.1,197.0
2021,Ryde Public School,NSW,Primary,1087.0,82.0,37.5,557.0
2021,St Finbar's Primary School,NSW,Primary,1087.0,82.0,14.4,174.0
2021,St John's Primary School,NSW,Primary,1087.0,82.0,11.1,195.0
2021,St Mary's Catholic Primary School,NSW,Primary,1087.0,82.0,21.6,350.0
2021,Holy Family Catholic Primary School,NSW,Primary,1087.0,82.0,39.2,777.0
2021,Bellaire Primary School,VIC,Primary,1087.0,82.0,40.7,617.0
2021,Blackburn High School,VIC,Secondary,1087.0,82.0,101.5,1278.7
2021,Highvale Secondary College,VIC,Secondary,1087.0,82.0,81.1,1054.6
2021,St Francis Xavier School,VIC,Primary,1087.0,82.0,29.5,454.0
2021,St Mary's School,VIC,Primary,1087.0,82.0,19.0,230.4
2021,Corpus Christi School,VIC,Primary,1087.0,82.0,16.2,183.6
2021,St Kevin's School,VIC,Primary,1087.0,82.0,8.5,102.0
2021,Our Lady Star of the Sea School,VIC,Primary,1087.0,82.0,37.0,570.0
2021,Beaconhills College,VIC,Combined,1087.0,82.0,229.8,2867.0
2021,Buderim Mountain State School,QLD,Primary,1087.0,82.0,63.6,1069.0
2021,Ipswich Grammar School,QLD,Combined,1087.0,82.0,71.0,1046.0
2021,Newborough Primary School,WA,Primary,1087.0,82.0,20.7,355.6
2021,Banksia Park Primary School,WA,Primary,1087.0,82.0,16.3,260.0
2021,Carnarvon School Of The Air,WA,Primary,1087.0,82.0,5.4,34.0
2021,Christian Brothers' College,WA,Secondary,1087.0,82.0,78.5,858.0
2021,Francis Jordan Catholic School,WA,Primary,1087.0,82.0,19.6,312.0
2021,Great Southern Grammar School,WA,Combined,1087.0,82.0,59.0,652.0
2021,Bridgewater Primary School,SA,Primary,1087.0,82.0,11.8,222.0
2021,Seacliff Primary School,SA,Primary,1087.0,82.0,23.4,421.0
